pred_prob,pred_pos,pred_sev,true_label,true_pos,true_sev,pos_valid,material,demand,network,file_type,split
2.717749000243875e-33,0.9937508702278137,0.9540865421295166,0.0,0.5,0.0,0.0,CI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.7042803168296814,0.14314702153205872,1.0,0.5,0.14735427498817444,0.0,CI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.9105674624443054,0.07489336282014847,1.0,0.5,0.06512758135795593,0.0,DI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.18834693729877472,0.32629966735839844,1.0,0.1959497332572937,0.22073186933994293,1.0,CI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.6160620450973511,0.3452460765838623,1.0,0.6023957133293152,0.32211196422576904,1.0,STEEL,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
3.797272927255347e-35,0.9999996423721313,1.873253583908081,0.0,0.5,0.0,0.0,CI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
8.327529944148964e-32,0.9595803022384644,1.0137537717819214,0.0,0.5,0.0,0.0,DI,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.6074536442756653,0.3452247381210327,1.0,0.5,0.3320389688014984,0.0,PVC,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.7442918455730808e-34,0.999014139175415,0.6302822828292847,0.0,0.5,0.0,0.0,DI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.595865307781057e-35,0.9999216794967651,0.42755359411239624,0.0,0.5,0.0,0.0,CI,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
3.555171887494768e-35,0.999982476234436,1.3632129430770874,0.0,0.5,0.0,0.0,STEEL,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.25996991991996765,0.3454769551753998,1.0,0.5,0.39000770449638367,0.0,DI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.6159178018569946,0.32901427149772644,1.0,0.5,0.19389432668685913,0.0,PVC,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.8492422699928284,0.09715496003627777,1.0,0.5,0.08666256070137024,0.0,CI,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
5.1368159664703903e-36,0.9999994039535522,1.854400396347046,0.0,0.5,0.0,0.0,STEEL,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
4.3942297496344104e-32,0.9945289492607117,1.248008131980896,0.0,0.5,0.0,0.0,STEEL,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.1894763559103012,0.3515627384185791,1.0,0.5,0.27698734402656555,0.0,STEEL,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.31387102603912354,0.3514551520347595,1.0,0.5,0.27107757329940796,0.0,PVC,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.6821810007095337,0.14369234442710876,1.0,0.6734378933906555,0.1529431939125061,1.0,DI,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.7535355687141418,0.35316306352615356,1.0,0.5,0.3154480755329132,0.0,CI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.8298530578613281,0.3492245376110077,1.0,0.7885886430740356,0.2898075580596924,1.0,PVC,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
2.2553091725075581e-35,0.9999932050704956,1.2472240924835205,0.0,0.5,0.0,0.0,DI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.4334254860877991,0.2645098567008972,1.0,0.5,0.2104400098323822,0.0,CI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.807798445224762,0.28789371252059937,1.0,0.7694073915481567,0.18642733991146088,1.0,PVC,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
2.94290147776426e-36,0.9999995231628418,1.0941226482391357,0.0,0.5,0.0,0.0,CI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.07792043685913086,0.15660874545574188,1.0,0.5,0.14898495376110077,0.0,STEEL,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.1712629795074463,0.35309451818466187,1.0,0.1710204929113388,0.26405152678489685,1.0,CI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.7578542232513428,0.32667621970176697,1.0,0.7462080121040344,0.23977172374725342,1.0,DI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.27400776743888855,0.18939583003520966,1.0,0.5,0.19695208966732025,0.0,PVC,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.7002030611038208,0.25687429308891296,1.0,0.5,0.20873862504959106,0.0,CI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.7987655401229858,0.339294970035553,1.0,0.8074337840080261,0.29871129989624023,1.0,STEEL,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
2.3303445484603875e-37,1.0,0.8447208404541016,0.0,0.5,0.0,0.0,PVC,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.28870129585266113,0.34689924120903015,1.0,0.5,0.31377992033958435,0.0,PVC,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
9.681162823125089e-33,0.9993582367897034,1.220430850982666,0.0,0.5,0.0,0.0,PVC,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.5208978757460882e-36,1.0,4.479434013366699,0.0,0.5,0.0,0.0,PVC,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
4.037935737050314e-36,1.0,4.9430389404296875,0.0,0.5,0.0,0.0,PVC,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.2900577187538147,0.35262978076934814,1.0,0.5,0.32122960686683655,0.0,CI,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
3.9539655206593664e-35,0.9999994039535522,1.911449909210205,0.0,0.5,0.0,0.0,STEEL,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
4.403305227238331e-33,0.9977982044219971,0.5963839888572693,0.0,0.5,0.0,0.0,CI,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
3.0923605909162104e-34,0.999775230884552,0.3289012014865875,0.0,0.5,0.0,0.0,STEEL,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.5654811859130859,0.3357870876789093,1.0,0.5,0.24613621830940247,0.0,DI,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.1770905665398836e-34,0.9999898672103882,1.4288749694824219,0.0,0.5,0.0,0.0,PVC,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.782997727394104,0.10705316066741943,1.0,0.5,0.13350513577461243,0.0,CI,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.8767820000648499,0.31430745124816895,1.0,0.5,0.35263150930404663,0.0,CI,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0528511677962688e-38,1.0,4.567111492156982,0.0,0.5,0.0,0.0,PVC,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
6.808358527857806e-39,1.0,11.206454277038574,0.0,0.5,0.0,0.0,DI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.4181395471096039,0.3424476981163025,1.0,0.5,0.26988905668258667,0.0,CI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.5930622014523895e-34,0.9999998807907104,2.6836869716644287,0.0,0.5,0.0,0.0,DI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.19133424758911133,0.33442139625549316,1.0,0.5,0.4153049886226654,0.0,CI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.2866843640804291,0.3473276197910309,1.0,0.5,0.3751034438610077,0.0,STEEL,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.3480928838253021,0.34410011768341064,1.0,0.5,0.29167619347572327,0.0,STEEL,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.140763059258461,0.34998130798339844,1.0,0.5,0.29954254627227783,0.0,CI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.22351546585559845,0.3529846668243408,1.0,0.5,0.23929671943187714,0.0,PVC,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
8.725664145645738e-35,0.9999997615814209,1.2131953239440918,0.0,0.5,0.0,0.0,CI,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.1784591620611674e-37,1.0,4.928682804107666,0.0,0.5,0.0,0.0,PVC,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.9890080690383911,0.35333406925201416,1.0,0.9939152002334595,0.4099394679069519,1.0,CI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.15910539031028748,0.35231873393058777,1.0,0.5,0.3618934154510498,0.0,PVC,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.5517973899841309,0.28531864285469055,1.0,0.5,0.4164859354496002,0.0,PVC,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0836623702418836e-35,0.9999909400939941,0.40907999873161316,0.0,0.5,0.0,0.0,DI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
2.674547396018404e-37,0.9999998807907104,2.6561880111694336,0.0,0.5,0.0,0.0,STEEL,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.7638424634933472,0.33802127838134766,1.0,0.7586855888366699,0.42483147978782654,1.0,DI,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.2702218294143677,0.3381487727165222,1.0,0.5,0.3559429943561554,0.0,CI,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.5398426651954651,0.14044363796710968,1.0,0.5,0.17994385957717896,0.0,DI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.6631709337234497,0.0733056515455246,1.0,0.5,0.07481493055820465,0.0,CI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
7.953177242332073e-35,1.0,2.5867700576782227,0.0,0.5,0.0,0.0,CI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.24690252542495728,0.34720587730407715,1.0,0.5,0.2941281795501709,0.0,DI,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.08602641522884369,0.0521685890853405,1.0,0.5,0.040923118591308594,0.0,PVC,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
6.18100643601283e-35,1.0,1.826682448387146,0.0,0.5,0.0,0.0,PVC,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.20919743180274963,0.3531457781791687,1.0,0.5,0.3065423369407654,0.0,DI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.7309892177581787,0.3484911620616913,1.0,0.5,0.316845178604126,0.0,PVC,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.5394127727293157e-36,1.0,1.7971348762512207,0.0,0.5,0.0,0.0,STEEL,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.501302152746267e-32,0.9944708347320557,0.49164462089538574,0.0,0.5,0.0,0.0,DI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
3.7397265094753456e-36,1.0,5.796557903289795,0.0,0.5,0.0,0.0,PVC,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.19124864041805267,0.33309006690979004,1.0,0.21444864571094513,0.3553256392478943,1.0,DI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
9.123145244195936e-39,0.9999998807907104,3.3488240242004395,0.0,0.5,0.0,0.0,DI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
3.4286627787235557e-37,0.9999996423721313,1.9055675268173218,0.0,0.5,0.0,0.0,CI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
2.5705398223094846e-35,1.0,2.300212860107422,0.0,0.5,0.0,0.0,STEEL,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
5.979825732854282e-37,1.0,2.037830352783203,0.0,0.5,0.0,0.0,STEEL,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.3629925874406542e-34,0.9999421834945679,2.274946928024292,0.0,0.5,0.0,0.0,PVC,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
3.4402104914886416e-34,0.9999886751174927,0.9750127196311951,0.0,0.5,0.0,0.0,STEEL,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
8.258898756985728e-35,1.0,3.5877370834350586,0.0,0.5,0.0,0.0,STEEL,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.9821307063102722,0.31417810916900635,1.0,0.958021879196167,0.19836734235286713,1.0,DI,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.3018270432949066,0.3486340343952179,1.0,0.5,0.3125794231891632,0.0,PVC,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.5752403736114502,0.3485175669193268,1.0,0.5,0.24697178602218628,0.0,DI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.8402266502380371,0.13269060850143433,1.0,0.5,0.1350041627883911,0.0,CI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.510697857855431e-36,1.0,1.9074417352676392,0.0,0.5,0.0,0.0,DI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
9.110287490006677e-37,1.0,1.8303347826004028,0.0,0.5,0.0,0.0,PVC,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
3.7775625545262345e-37,0.9999998807907104,2.608337879180908,0.0,0.5,0.0,0.0,CI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.6449587345123291,0.05756955221295357,1.0,0.638649046421051,0.030179006978869438,1.0,CI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.5968601703643799,0.07641086727380753,1.0,0.5,0.0672260969877243,0.0,STEEL,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.32968783378601074,0.3497020900249481,1.0,0.32824498414993286,0.353581041097641,1.0,DI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.2824697494506836,0.35160383582115173,1.0,0.5,0.3495975434780121,0.0,DI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
0.0,1.0,14.224529266357422,0.0,0.5,0.0,0.0,CI,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.188731397269482e-36,1.0,1.3844585418701172,0.0,0.5,0.0,0.0,PVC,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
2.7134482521233003e-34,0.9999281167984009,1.5007264614105225,0.0,0.5,0.0,0.0,PVC,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
6.85522338554287e-37,1.0,4.637279033660889,0.0,0.5,0.0,0.0,DI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
4.087096512183166e-34,0.9983623623847961,0.8027404546737671,0.0,0.5,0.0,0.0,CI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
5.491021887827694e-36,1.0,1.9479087591171265,0.0,0.5,0.0,0.0,CI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.4168757913113112e-36,1.0,1.9024407863616943,0.0,0.5,0.0,0.0,DI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.296612024307251,0.04778878390789032,1.0,0.33318865299224854,0.03313324227929115,1.0,DI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
3.0646928518112116e-34,0.9989510774612427,0.7674382925033569,0.0,0.5,0.0,0.0,DI,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.010372883640229702,0.23581938445568085,1.0,0.02010393515229225,0.20535628497600555,1.0,DI,0.699999988079071,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.2977971136569977,0.16612811386585236,1.0,0.5,0.14557521045207977,0.0,STEEL,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.515894900329493e-34,0.999962568283081,0.48155683279037476,0.0,0.5,0.0,0.0,PVC,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.8378579020500183,0.32230186462402344,1.0,0.8127054572105408,0.20710431039333344,1.0,PVC,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.33775651454925537,0.3490420877933502,1.0,0.3272950351238251,0.3357531726360321,1.0,CI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.19064834713935852,0.0714086964726448,1.0,0.5,0.06701123714447021,0.0,STEEL,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
3.9067587075673373e-32,0.9841076135635376,0.4363611042499542,0.0,0.5,0.0,0.0,STEEL,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.5976195092506373e-35,1.0,2.020425796508789,0.0,0.5,0.0,0.0,DI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
6.017430886966139e-34,0.9999586343765259,1.7633798122406006,0.0,0.5,0.0,0.0,CI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
9.2635199658535e-33,1.0,1.4425328969955444,0.0,0.5,0.0,0.0,DI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.22892068326473236,0.35074034333229065,1.0,0.5,0.24832645058631897,0.0,STEEL,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.77214515209198,0.33615419268608093,1.0,0.7644138336181641,0.3881887197494507,1.0,DI,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
6.304228233111389e-38,1.0,14.109508514404297,0.0,0.5,0.0,0.0,STEEL,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.5250402688980103,0.34309932589530945,1.0,0.5,0.3505694568157196,0.0,CI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
4.197617575854276e-37,1.0,4.470672607421875,0.0,0.5,0.0,0.0,STEEL,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.3434285273110068e-34,0.9995009899139404,1.05954909324646,0.0,0.5,0.0,0.0,STEEL,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
3.355595489469591e-36,1.0,1.6729097366333008,0.0,0.5,0.0,0.0,DI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
9.960080724774843e-35,0.9954623579978943,0.6274905204772949,0.0,0.5,0.0,0.0,STEEL,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.42268919944763184,0.17934884130954742,1.0,0.5,0.15139132738113403,0.0,STEEL,1.2000000476837158,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.22920793294906616,0.06734728813171387,1.0,0.5,0.0427604541182518,0.0,PVC,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
7.965305572465984e-39,1.0,12.906440734863281,0.0,0.5,0.0,0.0,DI,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
6.018474889746886e-38,1.0,8.594718933105469,0.0,0.5,0.0,0.0,DI,1.2000000476837158,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
3.962231663712386e-39,1.0,14.192017555236816,0.0,0.5,0.0,0.0,PVC,1.0,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.8564394116401672,0.2780381441116333,1.0,0.5,0.28891992568969727,0.0,CI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.0,0.043960776180028915,0.12967725098133087,1.0,0.0625423714518547,0.15127143263816833,1.0,DI,1.0,Network_3,leak,"Network_3 (L-TOWN, 905 pipes)"
1.2759941314371376e-36,1.0,2.1926090717315674,0.0,0.5,0.0,0.0,PVC,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
1.1298705681664936e-33,0.986804723739624,0.9000836610794067,0.0,0.5,0.0,0.0,STEEL,0.699999988079071,Network_3,base,"Network_3 (L-TOWN, 905 pipes)"
